total,mask
130.5198353487067,79.64061597730577
126.16317867522594,73.87523827754165
109.81730794144097,78.65856755505605
111.32982171972982,80.97217554849007
118.53063646331432,75.72921204326222
115.57478491304211,77.08067241030263
108.5057210943196,67.92664913345016
57.990498491795755,59.85633697661978
132.53032729250845,88.46019000817304
57.87531054374998,59.1504703350759
100.75559492240427,78.05009394762445
120.86957824154524,78.28690302619329
127.21477533684812,76.30147870417362
136.2864408630412,82.72582123216756
153.4051716561662,85.11487141962505
101.91191994491965,78.42437571793384
101.24332703481197,80.39074917870543
142.15248431859072,70.51777853528996
119.26867413090076,76.90484791849742
117.7103461518418,60.898387318289515
122.04245813604211,73.8052939292145
99.850630678935,73.46489044184241
123.78177244140534,73.99223215334821
128.26347911544144,82.50450303156511
110.49921219074167,83.13005554112065
126.28841943008592,74.87027307033532
114.76474079815674,82.0407455782626
110.80690147832502,72.89547115135854
129.22824210429098,78.02605068624865
118.59408140188316,79.51200422773675
98.04445443267468,59.75301661325868
97.9971159757115,70.45319243538586
111.74289104813943,96.85422762354722
91.50189333944583,72.00510053194195
111.43145761749474,107.10541267098809
114.0284562354791,71.22581326127725
133.82516408566153,70.04087697969179
98.43214487825753,72.93644330101733
136.7054900340736,74.39112384781184
119.14749666675925,97.21507538224338
113.79004613711732,72.35541324603135
119.67422389739659,67.60036143639499
119.95068869984243,69.20920011924078
120.24545131175547,78.95791925530119
118.49241748033091,76.14243634096181
117.99518061988056,74.9589873937677
108.29693302884698,68.48324388653862
106.1203210388776,84.80671893334929
104.6314398739487,87.47484086373036
108.4859727678122,71.98440774844059
112.98553280462511,75.23506044762904
143.35732255486073,84.83511395085253
120.94969141774347,73.05575239653798
104.33327194955201,76.1057239189246
127.58837326098,75.66650690033605
86.35386834014209,84.6581035826128
95.41917299531634,67.63633277868932
145.94362058787374,76.72747810249857
128.56637476634933,81.27454968844441
84.34488942299504,117.04710828268377
95.94777715503008,72.20026040479628
153.38837566226724,86.0680985496572
117.94308480009204,75.22749894964923
139.2354756562272,83.28799524156841
124.22988348838408,64.85646143394688
113.16212312685096,87.54839245203368
142.0840365011245,102.20262600330157
77.27604558161693,88.63257660943412
81.01660019776318,75.62248443269577
98.06882986251733,71.52947347819958
94.45024108700456,71.79087143994103
128.04235621908447,72.15308456428963
89.37049925007162,66.34880551086388
125.44302013434935,77.42055225541321
114.44097245426384,78.81444180738961
113.7563875883352,72.48772458122541
118.7802788745612,81.81602827151036
101.0391336066532,67.04526429827355
120.65483753499575,79.95724859048916
131.21638817567145,84.49748936047567
94.11177186417626,81.31781579874956
112.51425750763158,91.6884607463907
85.26449892809616,73.12002573471304
93.60602081922116,94.46383921136994
127.46683104970725,68.52960506009654
119.03278199507622,69.49202703920068
104.4746621011291,84.91546330354508
126.53207206551453,93.3364707185185
